,Race History
,Race #,Speed,Accuracy,Points,Place,Date,Options
2036,674,62 WPM,96.2%,26,4/5,"Dec. 16, 2020",
2037,673,74 WPM,97.6%,52,5/5,"Dec. 15, 2020",
2038,672,62 WPM,97.7%,70,3/5,"Dec. 15, 2020",
2039,671,76 WPM,97.2%,77,4/5,"Dec. 15, 2020",
2040,670,69 WPM,97.0%,67,2/5,"Dec. 15, 2020",
2041,669,57 WPM,96.0%,73,2/5,"Dec. 15, 2020",
2042,668,70 WPM,97.8%,52,3/5,"Dec. 15, 2020",
2043,667,63 WPM,95.7%,45,3/5,"Dec. 15, 2020",
2044,666,81 WPM,97.6%,38,2/5,"Dec. 15, 2020",
2045,665,67 WPM,96.3%,67,2/4,"Dec. 15, 2020",
2046,664,66 WPM,95.4%,56,1/5,"Dec. 15, 2020",
2047,663,58 WPM,96.3%,41,1/5,"Dec. 15, 2020",
2048,662,65 WPM,97.1%,49,2/4,"Dec. 15, 2020",
2049,661,78 WPM,97.4%,56,3/5,"Dec. 15, 2020",
2050,660,62 WPM,96.0%,90,3/4,"Dec. 14, 2020",
2051,659,67 WPM,96.9%,75,1/4,"Dec. 14, 2020",
2052,658,64 WPM,95.6%,50,1/5,"Dec. 14, 2020",
2053,657,59 WPM,95.7%,49,3/5,"Dec. 14, 2020",
2054,656,68 WPM,96.7%,58,3/4,"Dec. 14, 2020",
2055,655,72 WPM,97.0%,58,1/5,"Dec. 14, 2020",
2056,654,59 WPM,98.1%,36,5/5,"Dec. 14, 2020",
2057,653,65 WPM,96.9%,38,3/4,"Dec. 14, 2020",
2058,652,56 WPM,96.7%,91,3/5,"Dec. 13, 2020",
2059,651,63 WPM,95.9%,34,4/5,"Dec. 13, 2020",
2060,650,75 WPM,100.0%,43,1/4,"Dec. 13, 2020",
2061,649,68 WPM,97.2%,76,2/5,"Dec. 13, 2020",
2062,648,64 WPM,96.6%,38,2/5,"Dec. 13, 2020",
2063,647,66 WPM,98.4%,40,4/5,"Dec. 13, 2020",
2064,646,61 WPM,95.9%,53,4/5,"Dec. 13, 2020",
2065,645,76 WPM,98.1%,81,2/5,"Dec. 13, 2020",
2066,644,70 WPM,97.6%,41,4/5,"Dec. 13, 2020",
2067,643,73 WPM,98.0%,58,2/5,"Dec. 13, 2020",
2068,642,61 WPM,96.2%,70,3/5,"Dec. 13, 2020",
2069,641,50 WPM,96.6%,25,3/5,"Dec. 13, 2020",
2070,640,64 WPM,96.9%,85,4/5,"Dec. 13, 2020",
2071,639,60 WPM,97.7%,55,2/5,"Dec. 12, 2020",
2072,638,68 WPM,98.9%,39,3/5,"Dec. 12, 2020",
2073,637,71 WPM,98.8%,55,2/5,"Dec. 12, 2020",
2074,636,83 WPM,98.6%,44,1/4,"Dec. 12, 2020",
2075,635,61 WPM,97.3%,36,2/4,"Dec. 12, 2020",
2076,634,68 WPM,96.5%,71,2/5,"Dec. 10, 2020",
2077,633,86 WPM,100.0%,57,1/4,"Dec. 10, 2020",
2078,632,61 WPM,97.0%,74,1/4,"Dec. 10, 2020",
2079,631,58 WPM,96.4%,46,3/5,"Dec. 10, 2020",
2080,630,63 WPM,96.9%,32,2/5,"Dec. 10, 2020",
2081,629,67 WPM,97.8%,43,2/5,"Dec. 10, 2020",
2082,628,70 WPM,99.4%,41,2/5,"Dec. 10, 2020",
2083,627,66 WPM,98.1%,64,4/5,"Dec. 10, 2020",
2084,626,50 WPM,97.4%,25,1/4,"Dec. 9, 2020",
2085,625,63 WPM,97.7%,69,4/5,"Dec. 9, 2020",
2086,624,66 WPM,98.5%,59,3/4,"Dec. 9, 2020",
2087,623,65 WPM,99.0%,62,4/5,"Dec. 9, 2020",
2088,622,62 WPM,96.8%,23,1/5,"Dec. 9, 2020",
2089,621,62 WPM,97.4%,86,2/5,"Dec. 9, 2020",
2090,620,63 WPM,99.0%,39,4/5,"Dec. 9, 2020",
2091,619,63 WPM,98.6%,58,2/5,"Dec. 9, 2020",
2092,618,57 WPM,96.4%,28,4/5,"Dec. 9, 2020",
2093,617,60 WPM,96.5%,40,2/5,"Dec. 9, 2020",
2094,616,59 WPM,96.6%,58,5/5,"Dec. 9, 2020",
2095,615,65 WPM,97.6%,58,4/5,"Dec. 9, 2020",
2096,614,61 WPM,96.5%,72,2/5,"Dec. 9, 2020",
2097,613,62 WPM,98.2%,38,3/5,"Dec. 9, 2020",
2098,612,62 WPM,97.2%,68,1/5,"Dec. 9, 2020",
2099,611,63 WPM,96.7%,39,2/3,"Dec. 9, 2020",
2100,610,62 WPM,97.0%,48,1/5,"Dec. 9, 2020",
2101,609,62 WPM,96.3%,48,4/4,"Dec. 9, 2020",
2102,608,63 WPM,97.4%,57,2/5,"Dec. 9, 2020",
2103,607,63 WPM,96.3%,66,5/5,"Dec. 9, 2020",
2104,606,63 WPM,97.3%,68,3/3,"Dec. 9, 2020",
2105,605,68 WPM,98.0%,56,1/5,"Dec. 9, 2020",
2106,604,66 WPM,97.1%,34,1/5,"Dec. 9, 2020",
2107,603,67 WPM,98.2%,117,1/2,"Dec. 9, 2020",
2108,602,61 WPM,95.9%,52,3/5,"Dec. 9, 2020",
2109,601,58 WPM,97.3%,43,3/5,"Dec. 9, 2020",
2110,600,75 WPM,98.5%,59,2/5,"Dec. 9, 2020",
2111,599,67 WPM,98.4%,61,1/4,"Dec. 9, 2020",
2112,598,63 WPM,96.2%,112,4/5,"Dec. 9, 2020",
2113,597,73 WPM,98.5%,64,1/5,"Dec. 9, 2020",
2114,596,63 WPM,96.4%,100,2/5,"Dec. 9, 2020",
2115,595,65 WPM,96.9%,44,2/5,"Dec. 9, 2020",
2116,594,68 WPM,97.4%,50,5/5,"Dec. 9, 2020",
2117,593,56 WPM,96.5%,69,2/5,"Dec. 9, 2020",
2118,592,72 WPM,98.3%,42,2/5,"Dec. 9, 2020",
2119,591,72 WPM,97.5%,49,2/5,"Dec. 9, 2020",
2120,590,57 WPM,96.5%,50,4/5,"Dec. 9, 2020",
2121,589,62 WPM,97.0%,31,1/5,"Dec. 9, 2020",
2122,588,67 WPM,99.4%,32,1/4,"Dec. 9, 2020",
2123,587,61 WPM,95.9%,34,2/4,"Dec. 9, 2020",
2124,586,63 WPM,97.1%,47,1/5,"Dec. 9, 2020",
2125,585,64 WPM,97.5%,50,4/5,"Dec. 9, 2020",
2126,584,62 WPM,95.9%,55,5/5,"Dec. 9, 2020",
2127,583,68 WPM,97.5%,30,2/5,"Dec. 9, 2020",
2128,582,63 WPM,96.5%,35,4/5,"Dec. 9, 2020",
2129,581,69 WPM,97.9%,51,3/4,"Dec. 9, 2020",
2130,580,59 WPM,96.7%,41,1/5,"Dec. 9, 2020",
2131,579,58 WPM,97.6%,65,1/3,"Dec. 9, 2020",
2132,578,60 WPM,95.4%,53,1/4,"Dec. 9, 2020",
2133,577,63 WPM,96.8%,69,1/5,"Dec. 9, 2020",
2134,576,59 WPM,96.6%,43,3/4,"Dec. 9, 2020",
2135,575,53 WPM,98.0%,45,3/5,"Dec. 9, 2020",
2136,574,69 WPM,97.5%,77,3/5,"Dec. 9, 2020",
2137,573,65 WPM,97.4%,91,1/5,"Dec. 9, 2020",
2138,572,66 WPM,97.2%,86,3/5,"Dec. 9, 2020",
2139,571,57 WPM,94.8%,32,4/5,"Dec. 9, 2020",
2140,570,64 WPM,96.7%,40,4/5,"Dec. 9, 2020",
2141,569,61 WPM,95.2%,30,1/5,"Dec. 9, 2020",
2142,568,62 WPM,96.5%,32,3/5,"Dec. 9, 2020",
2143,567,67 WPM,98.1%,46,3/5,"Dec. 9, 2020",
2144,566,61 WPM,96.4%,72,4/5,"Dec. 9, 2020",
2145,565,53 WPM,94.8%,24,3/4,"Dec. 9, 2020",
2146,564,59 WPM,96.5%,54,3/5,"Dec. 9, 2020",
2147,563,66 WPM,97.8%,71,3/5,"Dec. 9, 2020",
2148,562,75 WPM,98.7%,62,1/5,"Dec. 9, 2020",
2149,561,60 WPM,97.1%,37,4/5,"Dec. 9, 2020",
2150,560,62 WPM,95.8%,42,4/5,"Dec. 9, 2020",
2151,559,61 WPM,96.1%,43,1/5,"Dec. 9, 2020",
2152,558,67 WPM,97.4%,90,1/4,"Dec. 9, 2020",
2153,557,69 WPM,98.5%,46,1/5,"Dec. 9, 2020",
2154,556,71 WPM,96.8%,54,2/5,"Dec. 9, 2020",
2155,555,63 WPM,98.1%,39,2/5,"Dec. 9, 2020",
2156,554,60 WPM,96.0%,62,3/4,"Dec. 9, 2020",
2157,553,66 WPM,97.3%,64,1/5,"Dec. 9, 2020",
2158,552,68 WPM,96.6%,42,2/5,"Dec. 9, 2020",
2159,551,62 WPM,95.3%,84,2/5,"Dec. 9, 2020",
2160,550,65 WPM,95.9%,27,1/5,"Dec. 9, 2020",
2161,549,62 WPM,96.7%,52,1/4,"Dec. 9, 2020",
2162,548,67 WPM,97.1%,46,5/5,"Dec. 9, 2020",
2163,547,66 WPM,95.4%,33,3/5,"Dec. 9, 2020",
2164,546,63 WPM,94.8%,45,2/5,"Dec. 8, 2020",
2165,545,70 WPM,97.6%,56,2/5,"Dec. 8, 2020",
2166,544,67 WPM,96.0%,88,4/5,"Dec. 8, 2020",
2167,543,63 WPM,95.3%,44,3/5,"Dec. 8, 2020",
2168,542,69 WPM,96.8%,43,2/4,"Dec. 8, 2020",
2169,541,64 WPM,96.2%,57,4/5,"Dec. 8, 2020",
2170,540,62 WPM,95.5%,90,4/5,"Dec. 8, 2020",
2171,539,73 WPM,97.1%,40,1/5,"Dec. 8, 2020",
2172,538,55 WPM,96.1%,36,1/4,"Dec. 8, 2020",
2173,537,55 WPM,96.1%,31,2/4,"Dec. 8, 2020",
2174,536,69 WPM,98.0%,96,3/5,"Dec. 8, 2020",
2175,535,60 WPM,96.9%,91,3/5,"Dec. 8, 2020",
2176,534,66 WPM,98.5%,64,2/5,"Dec. 8, 2020",
2177,533,59 WPM,96.6%,40,4/5,"Dec. 8, 2020",
2178,532,75 WPM,98.0%,51,2/5,"Dec. 7, 2020",
2179,531,62 WPM,96.3%,34,3/5,"Dec. 7, 2020",
2180,530,56 WPM,94.7%,43,5/5,"Dec. 7, 2020",
2181,529,63 WPM,96.4%,75,2/4,"Dec. 7, 2020",
2182,528,65 WPM,97.0%,50,2/5,"Dec. 7, 2020",
2183,527,62 WPM,96.4%,63,3/4,"Dec. 7, 2020",
2184,526,70 WPM,96.5%,49,1/5,"Dec. 7, 2020",
2185,525,71 WPM,96.5%,52,1/5,"Dec. 7, 2020",
2186,524,70 WPM,96.9%,67,3/5,"Dec. 7, 2020",
2187,523,62 WPM,95.8%,36,1/5,"Dec. 7, 2020",
2188,522,63 WPM,96.3%,52,1/5,"Dec. 7, 2020",
2189,521,64 WPM,97.0%,40,2/5,"Dec. 7, 2020",
2190,520,70 WPM,97.2%,37,1/5,"Dec. 7, 2020",
2191,519,60 WPM,95.6%,67,2/5,"Dec. 7, 2020",
2192,518,62 WPM,96.5%,28,3/5,"Dec. 7, 2020",
2193,517,60 WPM,95.2%,49,4/5,"Dec. 7, 2020",
2194,516,71 WPM,97.0%,35,1/5,"Dec. 7, 2020",
2195,515,66 WPM,98.1%,54,2/5,"Dec. 7, 2020",
2196,514,67 WPM,97.7%,36,2/5,"Dec. 7, 2020",
2197,513,55 WPM,95.5%,46,4/5,"Dec. 7, 2020",
2198,512,60 WPM,95.8%,20,4/5,"Dec. 7, 2020",
2199,511,62 WPM,96.8%,39,2/5,"Dec. 6, 2020",
2200,510,72 WPM,97.8%,79,2/5,"Dec. 6, 2020",
2201,509,61 WPM,96.2%,34,3/5,"Dec. 6, 2020",
2202,508,64 WPM,96.0%,90,1/4,"Dec. 6, 2020",
2203,507,63 WPM,95.3%,25,2/5,"Dec. 6, 2020",
2204,506,71 WPM,96.6%,61,3/5,"Dec. 6, 2020",
2205,505,63 WPM,95.7%,58,3/4,"Dec. 6, 2020",
2206,504,61 WPM,96.5%,33,2/5,"Dec. 6, 2020",
2207,503,62 WPM,96.3%,88,5/5,"Dec. 6, 2020",
2208,502,77 WPM,99.4%,46,3/4,"Dec. 6, 2020",
2209,501,58 WPM,96.3%,48,3/5,"Dec. 6, 2020",
2210,500,67 WPM,96.8%,37,3/5,"Dec. 6, 2020",
2211,499,66 WPM,95.7%,43,4/5,"Dec. 6, 2020",
2212,498,62 WPM,96.4%,57,3/5,"Dec. 6, 2020",
2213,497,69 WPM,95.9%,28,1/5,"Dec. 6, 2020",
2214,496,65 WPM,95.7%,40,3/5,"Dec. 6, 2020",
2215,495,62 WPM,96.7%,50,1/5,"Dec. 6, 2020",
2216,494,57 WPM,95.2%,49,5/5,"Dec. 6, 2020",
2217,493,73 WPM,98.2%,49,2/5,"Dec. 6, 2020",
2218,492,60 WPM,95.1%,37,2/5,"Dec. 6, 2020",
2219,491,63 WPM,97.4%,25,3/5,"Dec. 6, 2020",
2220,490,63 WPM,95.9%,49,1/5,"Dec. 6, 2020",
2221,489,66 WPM,94.5%,38,4/5,"Dec. 6, 2020",
2222,488,57 WPM,97.2%,29,2/5,"Dec. 6, 2020",
2223,487,58 WPM,96.4%,57,1/5,"Dec. 6, 2020",
2224,486,60 WPM,94.8%,75,4/5,"Dec. 6, 2020",
2225,485,64 WPM,94.4%,34,3/5,"Dec. 6, 2020",
2226,484,74 WPM,96.2%,26,1/4,"Dec. 6, 2020",
2227,483,62 WPM,96.3%,82,4/5,"Dec. 6, 2020",
2228,482,60 WPM,95.8%,54,4/4,"Dec. 6, 2020",
2229,481,68 WPM,96.4%,29,4/5,"Dec. 6, 2020",
2230,480,63 WPM,94.8%,48,3/5,"Dec. 5, 2020",
2231,479,67 WPM,96.0%,107,1/5,"Dec. 5, 2020",
2232,478,69 WPM,95.3%,25,1/5,"Dec. 5, 2020",
2233,477,63 WPM,97.0%,106,3/5,"Dec. 5, 2020",
2234,476,77 WPM,98.9%,66,3/5,"Dec. 5, 2020",
2235,475,66 WPM,96.6%,62,1/5,"Dec. 5, 2020",
2236,474,68 WPM,96.6%,44,1/5,"Dec. 5, 2020",
2237,473,58 WPM,95.5%,52,4/4,"Dec. 5, 2020",
2238,472,64 WPM,96.7%,73,3/4,"Dec. 5, 2020",
2239,471,70 WPM,97.0%,50,4/5,"Dec. 4, 2020",
2240,470,73 WPM,97.1%,76,2/5,"Dec. 4, 2020",
2241,469,65 WPM,95.9%,39,2/5,"Dec. 4, 2020",
2242,468,63 WPM,96.2%,50,2/5,"Dec. 4, 2020",
2243,467,58 WPM,94.4%,52,2/5,"Dec. 4, 2020",
2244,466,61 WPM,95.3%,45,4/5,"Dec. 4, 2020",
2245,465,64 WPM,97.5%,77,5/5,"Dec. 4, 2020",
2246,464,69 WPM,97.1%,79,3/5,"Dec. 4, 2020",
2247,463,57 WPM,95.9%,46,3/3,"Dec. 4, 2020",
2248,462,73 WPM,97.5%,52,1/4,"Dec. 4, 2020",
2249,461,58 WPM,96.7%,58,4/4,"Dec. 3, 2020",
2250,460,68 WPM,96.7%,60,1/5,"Dec. 3, 2020",
2251,459,64 WPM,95.2%,78,2/5,"Dec. 3, 2020",
2252,458,64 WPM,96.3%,93,2/4,"Dec. 3, 2020",
2253,457,49 WPM,94.7%,28,4/5,"Dec. 3, 2020",
2254,456,67 WPM,95.9%,99,5/5,"Dec. 3, 2020",
2255,455,63 WPM,97.4%,62,2/5,"Dec. 3, 2020",
2256,454,58 WPM,95.6%,56,4/4,"Dec. 3, 2020",
2257,453,74 WPM,97.5%,43,3/5,"Dec. 3, 2020",
2258,452,67 WPM,97.6%,58,2/5,"Dec. 3, 2020",
2259,451,67 WPM,97.0%,31,3/5,"Dec. 3, 2020",
2260,450,63 WPM,96.7%,57,2/5,"Dec. 3, 2020",
2261,449,65 WPM,97.1%,43,3/4,"Dec. 3, 2020",
2262,448,65 WPM,95.7%,47,3/4,"Dec. 3, 2020",
2263,447,60 WPM,96.1%,54,3/5,"Dec. 3, 2020",
2264,446,63 WPM,95.7%,85,3/4,"Dec. 3, 2020",
2265,445,73 WPM,97.6%,67,1/5,"Dec. 3, 2020",
2266,444,64 WPM,94.8%,48,4/5,"Dec. 3, 2020",
2267,443,64 WPM,96.3%,33,4/5,"Dec. 3, 2020",
2268,442,61 WPM,95.9%,25,4/5,"Dec. 2, 2020",
2269,441,63 WPM,95.4%,46,4/5,"Dec. 2, 2020",
2270,440,66 WPM,96.4%,49,3/5,"Dec. 2, 2020",
2271,439,69 WPM,97.6%,29,2/5,"Dec. 2, 2020",
2272,438,70 WPM,97.0%,66,3/4,"Dec. 2, 2020",
2273,437,70 WPM,97.8%,34,2/5,"Dec. 2, 2020",
2274,436,64 WPM,95.5%,94,4/5,"Dec. 2, 2020",
2275,435,60 WPM,95.0%,42,1/5,"Dec. 2, 2020",
2276,434,74 WPM,97.4%,69,1/5,"Dec. 2, 2020",
2277,433,73 WPM,98.0%,30,3/5,"Dec. 2, 2020",
2278,432,59 WPM,96.6%,40,1/5,"Dec. 2, 2020",
2279,431,68 WPM,96.1%,45,3/5,"Dec. 2, 2020",
2280,430,67 WPM,97.8%,60,2/4,"Dec. 2, 2020",
2281,429,64 WPM,95.0%,35,2/5,"Dec. 1, 2020",
2282,428,60 WPM,95.3%,76,1/4,"Dec. 1, 2020",
2283,427,65 WPM,96.5%,71,2/4,"Dec. 1, 2020",
2284,426,64 WPM,96.5%,34,1/5,"Dec. 1, 2020",
2285,425,64 WPM,96.5%,69,1/3,"Nov. 29, 2020",
2286,424,67 WPM,96.2%,54,3/5,"Nov. 29, 2020",
2287,423,63 WPM,95.9%,66,3/5,"Nov. 29, 2020",
2288,422,62 WPM,95.9%,44,1/5,"Nov. 29, 2020",
2289,421,67 WPM,98.1%,60,2/4,"Nov. 29, 2020",
2290,420,65 WPM,96.5%,60,1/5,"Nov. 29, 2020",
2291,419,59 WPM,94.7%,65,3/5,"Nov. 29, 2020",
2292,418,65 WPM,97.2%,42,3/5,"Nov. 29, 2020",
2293,417,63 WPM,97.2%,68,3/5,"Nov. 29, 2020",
2294,416,63 WPM,96.1%,90,4/5,"Nov. 29, 2020",
2295,415,58 WPM,96.8%,43,1/5,"Nov. 29, 2020",
2296,414,59 WPM,96.7%,28,1/4,"Nov. 29, 2020",
2297,413,58 WPM,96.0%,72,2/4,"Nov. 29, 2020",
2298,412,58 WPM,96.1%,47,1/3,"Nov. 29, 2020",
2299,411,61 WPM,95.4%,28,4/5,"Nov. 29, 2020",
2300,410,67 WPM,97.5%,48,3/5,"Nov. 29, 2020",
2301,409,64 WPM,97.6%,76,2/5,"Nov. 29, 2020",
2302,408,59 WPM,95.5%,43,1/5,"Nov. 29, 2020",
2303,407,57 WPM,94.8%,85,3/4,"Nov. 29, 2020",
2304,406,57 WPM,94.8%,93,5/5,"Nov. 29, 2020",
2305,405,59 WPM,97.2%,31,3/5,"Nov. 29, 2020",
2306,404,58 WPM,95.7%,36,5/5,"Nov. 29, 2020",
2307,403,68 WPM,97.3%,41,3/4,"Nov. 29, 2020",
2308,402,59 WPM,95.8%,51,3/5,"Nov. 29, 2020",
2309,401,60 WPM,97.2%,37,2/4,"Nov. 28, 2020",
2310,400,65 WPM,98.2%,41,2/4,"Nov. 28, 2020",
2311,399,68 WPM,97.2%,72,4/5,"Nov. 28, 2020",
2312,398,65 WPM,97.2%,45,3/5,"Nov. 28, 2020",
2313,397,55 WPM,94.2%,39,4/5,"Nov. 28, 2020",
2314,396,63 WPM,96.1%,75,3/5,"Nov. 28, 2020",
2315,395,68 WPM,97.2%,76,2/5,"Nov. 27, 2020",
2316,394,59 WPM,96.4%,56,3/5,"Nov. 27, 2020",
2317,393,66 WPM,97.4%,30,5/5,"Nov. 27, 2020",
2318,392,64 WPM,96.4%,36,2/5,"Nov. 27, 2020",
2319,391,65 WPM,97.4%,56,1/4,"Nov. 27, 2020",
2320,390,57 WPM,96.4%,62,2/5,"Nov. 27, 2020",
2321,389,59 WPM,95.7%,66,4/4,"Nov. 26, 2020",
2322,388,58 WPM,96.9%,93,5/5,"Nov. 26, 2020",
2323,387,64 WPM,98.4%,93,3/5,"Nov. 26, 2020",
2324,386,56 WPM,96.5%,103,2/3,"Nov. 26, 2020",
2325,385,59 WPM,95.8%,47,2/5,"Nov. 26, 2020",
2326,384,59 WPM,96.8%,60,4/5,"Nov. 26, 2020",
2327,383,53 WPM,97.4%,50,5/5,"Nov. 26, 2020",
2328,382,61 WPM,96.2%,60,3/5,"Nov. 26, 2020",
2329,381,60 WPM,97.7%,34,1/5,"Nov. 26, 2020",
2330,380,59 WPM,96.1%,38,2/4,"Nov. 26, 2020",
2331,379,68 WPM,98.0%,63,2/5,"Nov. 25, 2020",
2332,378,60 WPM,96.7%,43,4/5,"Nov. 25, 2020",
2333,377,55 WPM,96.8%,34,2/5,"Nov. 25, 2020",
2334,376,64 WPM,98.3%,44,3/5,"Nov. 25, 2020",
2335,375,52 WPM,96.2%,31,4/5,"Nov. 25, 2020",
2336,374,56 WPM,95.2%,31,2/4,"Nov. 25, 2020",
2337,373,64 WPM,96.2%,25,3/5,"Nov. 25, 2020",
2338,372,69 WPM,96.6%,45,2/4,"Nov. 25, 2020",
2339,371,60 WPM,96.5%,42,2/5,"Nov. 25, 2020",
2340,370,59 WPM,96.2%,58,2/5,"Nov. 25, 2020",
2341,369,59 WPM,96.9%,77,2/5,"Nov. 25, 2020",
2342,368,60 WPM,96.2%,58,4/5,"Nov. 25, 2020",
2343,367,64 WPM,96.2%,31,1/5,"Nov. 25, 2020",
2344,366,68 WPM,97.4%,72,3/5,"Nov. 25, 2020",
2345,365,64 WPM,96.5%,54,3/5,"Nov. 25, 2020",
2346,364,52 WPM,96.5%,23,3/5,"Nov. 25, 2020",
2347,363,57 WPM,96.2%,33,3/5,"Nov. 25, 2020",
2348,362,60 WPM,96.1%,69,1/5,"Nov. 25, 2020",
2349,361,62 WPM,96.4%,74,4/5,"Nov. 25, 2020",
2350,360,58 WPM,95.8%,44,3/5,"Nov. 25, 2020",
2351,359,62 WPM,97.4%,39,4/5,"Nov. 25, 2020",
2352,358,52 WPM,95.6%,40,2/5,"Nov. 25, 2020",
2353,357,62 WPM,96.3%,75,4/5,"Nov. 25, 2020",
2354,356,57 WPM,96.0%,72,2/4,"Nov. 25, 2020",
2355,355,62 WPM,98.3%,34,4/5,"Nov. 25, 2020",
2356,354,58 WPM,96.3%,47,4/5,"Nov. 25, 2020",
2357,353,55 WPM,95.6%,61,3/5,"Nov. 24, 2020",
2358,352,61 WPM,95.9%,55,2/5,"Nov. 24, 2020",
2359,351,60 WPM,96.3%,26,3/5,"Nov. 24, 2020",
2360,350,71 WPM,99.0%,49,2/5,"Nov. 24, 2020",
2361,349,57 WPM,96.4%,42,2/5,"Nov. 24, 2020",
2362,348,60 WPM,96.8%,37,3/5,"Nov. 24, 2020",
2363,347,65 WPM,97.0%,86,3/5,"Nov. 24, 2020",
2364,346,75 WPM,97.8%,40,2/5,"Nov. 24, 2020",
2365,345,74 WPM,98.5%,48,1/5,"Nov. 24, 2020",
2366,344,55 WPM,95.4%,39,4/5,"Nov. 24, 2020",
2367,343,61 WPM,97.1%,46,4/5,"Nov. 24, 2020",
2368,342,55 WPM,95.6%,27,5/5,"Nov. 24, 2020",
2369,341,61 WPM,96.4%,41,3/5,"Nov. 24, 2020",
2370,340,65 WPM,96.4%,69,1/5,"Nov. 24, 2020",
2371,339,63 WPM,97.3%,35,4/5,"Nov. 23, 2020",
2372,338,64 WPM,97.3%,71,2/5,"Nov. 23, 2020",
2373,337,66 WPM,99.2%,26,4/5,"Nov. 23, 2020",
2374,336,63 WPM,98.3%,30,3/5,"Nov. 23, 2020",
2375,335,62 WPM,96.3%,37,3/4,"Nov. 23, 2020",
2376,334,67 WPM,97.7%,36,2/5,"Nov. 23, 2020",
2377,333,66 WPM,97.7%,56,4/5,"Nov. 23, 2020",
2378,332,63 WPM,97.5%,37,2/5,"Nov. 23, 2020",
2379,331,68 WPM,97.2%,34,3/5,"Nov. 23, 2020",
2380,330,60 WPM,95.7%,36,4/5,"Nov. 23, 2020",
2381,329,62 WPM,96.7%,63,2/5,"Nov. 23, 2020",
2382,328,54 WPM,96.4%,31,2/5,"Nov. 22, 2020",
2383,327,64 WPM,95.5%,39,4/5,"Nov. 22, 2020",
2384,326,63 WPM,99.1%,23,2/4,"Nov. 22, 2020",
2385,325,63 WPM,98.3%,55,3/4,"Nov. 21, 2020",
2386,324,61 WPM,97.1%,49,2/4,"Nov. 21, 2020",
2387,323,47 WPM,95.9%,46,5/5,"Nov. 21, 2020",
2388,322,57 WPM,96.3%,57,1/2,"Nov. 21, 2020",
2389,321,63 WPM,97.5%,42,2/5,"Nov. 21, 2020",
2390,320,62 WPM,98.0%,59,5/5,"Nov. 21, 2020",
2391,319,53 WPM,95.4%,53,4/5,"Nov. 21, 2020",
2392,318,55 WPM,95.2%,57,4/5,"Nov. 21, 2020",
2393,317,56 WPM,96.8%,53,4/5,"Nov. 21, 2020",
2394,316,62 WPM,97.3%,37,1/4,"Nov. 21, 2020",
2395,315,63 WPM,96.7%,52,1/5,"Nov. 21, 2020",
2396,314,58 WPM,95.5%,23,1/5,"Nov. 21, 2020",
2397,313,64 WPM,96.3%,59,1/4,"Nov. 21, 2020",
2398,312,57 WPM,96.6%,72,3/5,"Nov. 21, 2020",
2399,311,58 WPM,97.2%,72,1/4,"Nov. 20, 2020",
2400,310,61 WPM,96.5%,101,5/5,"Nov. 20, 2020",
2401,309,62 WPM,96.4%,39,5/5,"Nov. 20, 2020",
2402,308,61 WPM,95.8%,67,2/5,"Nov. 20, 2020",
2403,307,59 WPM,95.7%,40,4/5,"Nov. 20, 2020",
2404,306,63 WPM,97.3%,83,3/4,"Nov. 20, 2020",
2405,305,64 WPM,97.7%,32,3/5,"Nov. 20, 2020",
2406,304,66 WPM,96.1%,44,2/5,"Nov. 20, 2020",
2407,303,55 WPM,96.3%,82,1/4,"Nov. 20, 2020",
2408,302,67 WPM,98.8%,49,2/5,"Nov. 20, 2020",
2409,301,50 WPM,97.5%,32,1/3,"Nov. 20, 2020",
2410,300,61 WPM,97.0%,50,1/5,"Nov. 20, 2020",
2411,299,66 WPM,98.3%,65,4/5,"Nov. 20, 2020",
2412,298,65 WPM,97.0%,59,3/5,"Nov. 20, 2020",
2413,297,58 WPM,96.7%,60,1/4,"Nov. 20, 2020",
2414,296,62 WPM,97.0%,52,2/4,"Nov. 20, 2020",
2415,295,58 WPM,97.3%,44,4/5,"Nov. 20, 2020",
2416,294,59 WPM,98.2%,41,3/5,"Nov. 20, 2020",
2417,293,67 WPM,97.3%,41,3/5,"Nov. 20, 2020",
2418,292,51 WPM,97.1%,27,1/5,"Nov. 20, 2020",
2419,291,40 WPM,95.3%,29,2/5,"Nov. 20, 2020",
2420,290,57 WPM,97.9%,23,1/5,"Nov. 20, 2020",
2421,289,64 WPM,97.0%,54,1/5,"Nov. 20, 2020",
2422,288,55 WPM,96.7%,37,3/4,"Nov. 20, 2020",
2423,287,49 WPM,98.0%,19,4/5,"Nov. 20, 2020",
2424,286,61 WPM,97.7%,35,4/5,"Nov. 20, 2020",
2425,285,61 WPM,96.6%,46,1/5,"Nov. 20, 2020",
2426,284,57 WPM,96.9%,70,2/5,"Nov. 20, 2020",
2427,283,52 WPM,96.4%,24,3/5,"Nov. 20, 2020",
2428,282,59 WPM,97.2%,70,2/4,"Nov. 20, 2020",
2429,281,63 WPM,95.9%,35,1/5,"Nov. 20, 2020",
2430,280,61 WPM,97.5%,107,2/5,"Nov. 20, 2020",
2431,279,72 WPM,99.3%,66,2/5,"Nov. 20, 2020",
2432,278,63 WPM,98.2%,33,2/5,"Nov. 20, 2020",
2433,277,52 WPM,95.4%,26,5/5,"Nov. 20, 2020",
2434,276,56 WPM,94.1%,25,5/5,"Nov. 20, 2020",
